,reviewText,overall,rating,TextBlobAnalysis,TextBlob_Sentiment,CNN_Sentiment
101156,I built my own dust collection system and used this on my separator.  It worked perfectly and is made from good quality materials.,5.0,1,"[0.6, 0.85]",1,1
101157,"These combined with a fiber barrel and some 4"" hose and you have a mighty fine (and simple) chip separator. My dust collector was getting clogged with chips from my jointer and planer. Not any more with a chip separator installed. Very happy now.Plastic parts are very tough and rugged and should last a long time.",5.0,1,"[0.2722222222222222, 0.0, 0.5, 0.11111111111111112]",1,1
101158,"Made a Thein Dust Separator using this package, The company includes other dust seperator instructions with purchase. The design is very efficient and allows the components to be easily mounted providing we cut our holes accurately.Well made. I was impressed. I'm not easily impressed. LOL!Delivered in a timely manner.",5.0,1,"[-0.125, 0.3444444444444445, 1.0, -0.5, 0.8]",1,1
101159,Works great in my dust collecting system!  I needed these to set up a new tool and they did the job nicely.,5.0,1,"[0.8, 0.36818181818181817]",1,1
101160,"This thing works great! Was pretty easy to install (make sure you have a neutral wire). Setting up was easy with the included instructions. Haven't had any problems with it! I use it to turn on my porch light at sunset and turn off at sunrise, does a great job. I like the fact that the screen is lite at all times (you can control the brightness in 2 steps), also displays the current time on the display which i thought was handy.",5.0,1,"[0.8, 0.39444444444444443, 0.43333333333333335, 0.0, 0.6000000000000001, 0.3]",1,1
101161,"I got tired of having to remember to turn on my outdoor lights and turn them off during the day...yeah I'm lazy but also didn't want to waste electricity having them on 24 hours. This thing is perfect! Have had it for a couple of months now and it works great. Compensates for DST, and it asks for your location on setup so it knows your sunrise and sunset time throughout the year. Has many programming options but so far I've just left it at default as it turns off around 11pm. You can have it on all night if you want for security.",5.0,1,"[-0.2833333333333334, 1.0, 0.8, 0.0, 0.19999999999999998, 0.0]",1,1
101162,I am still trying to figure this out in regards to the programming. Can't they make things simple these days? There are many functions with this. I just wish there were more videos on the programming function than anything. I use this for a night light in a sense- program it to turn on certain times of the night so that the house looks occupied from the outside- I do not like plug in indoor lamps that are dusk to dawn so this was the route for me. If you can figure out the programing it does what it is supposed to do.,3.0,1,"[0.0, 0.0, 0.5, 0.5, 0.20476190476190478, 0.0]",1,1
101164,Works Great. Has a clock and a blue LED indicator to see if lights are on outside. Can be setup with multiple programs. Very smart little timer with manual overide switch.,5.0,1,"[0.8, 0.0, 0.0, 0.04553571428571429]",1,1
101165,"I use this to control my (LED) porch lights, turning them on at sunset and off at sunrise. It works great and looks sharp on the wall. I really like the blue backlight on it. Slightly tricky to program, but you only do that once, so it's not too big a deal.",4.0,1,"[0.0, 0.3375, 0.1, -0.05555555555555555]",1,1
101166,"I have tried a couple of other timers for my outdoor lights, but this one has everything I want.Pros:- It works with CFL and LED bulbs (the last one burned CFL bulbs out within a few weeks, and made LED bulbs flicker)- The timer adjusts for changing sunsets through the year, based on your latitude.- I can set it to turn off at 11:00 every night, or at sunrise, or varied settings.Neutral:- The timer itself is always glowing, showing the time and status.  Not necessary, but OK.- Programming is a little complex, but necessary because it has so many features.Cons:- None yet.",5.0,1,"[-0.10833333333333334, 0.08541666666666665]",0,1
101167,"Installed two of these in a 4 gang box and it was super easy.  The display's look cool as well!  They are working well so far, no complaints.  They were easy to install and didn't take up too much depth in the box.",5.0,1,"[0.3833333333333333, 0.35, 0.1, 0.31666666666666665]",1,1
101168,"I love the look of the switch.  The display backlight can be set to off, low, or high, and it makes a big difference in being able to see the settings.  I previously had a similar switch with no backlight, and I had to turn on all available lights to see it.Installation went smoothly and my porch light now turns on at sunset and off at sunrise.  I was able to set up the date and time, enter my exact latitude and longitude, and the timer takes care of the rest!  If I wanted to, I could set different times for different days of the week, and it will keep track of daylight savings time.  Some might find the programming a little hard to follow, but I've found that to be the case with all small devices like this.  They don't have the benefit of a full keyboard and full screen to make it user friendly.The light can be manually turned on and off using the button near the bottom.I did need to purchase a special switchplate at my home improvement store  that had one large opening for this switch and another small/standard switch opening, but it fit perfectly and looks great.",5.0,1,"[0.5, 0.165, 0.2066666666666667, 0.375, 0.0, -0.24305555555555558, 0.3413690476190476]",1,1
101169,My husband really wanted to purchase on of these to control our outdoor lights because we were always leaving them on accidentally. So far this has been great for us. Setup was easy (needed to purchase a separate cover since we have a 3 light switch panel and we swapped one standard switch for this one). We tried another model/brand from home depot first and weren't happy because it didn't have: 1) battery backup (so if the power went out you had to re-program everything); 2) daylight savings time settings; 3) the ability to turn off the back light; and 4) longitude and latitude entry to sync up your sunrise and sunset settings with your location. This unit can do all of that and more. It's very intuitive and it looks good too.,5.0,1,"[0.2, 0.45, 0.2777777777777778, 0.0625, 0.5, 0.44999999999999996]",1,1
101170,"Timer switch installed easily and setup was a breeze.Turn off breaker to install, and installation will only take a few minutes. It comes with all necessary wire nuts. You will need your screwdrivers to remove/install switch plate, old switch,  and timer switch.",5.0,1,"[0.07777777777777778, 0.0, 0.1]",1,1
101171,"This is by far the best timer I had.  Please ignore others who claim it's difficult to program.  It is so much easier to program compare  to the old one I had.Backlit is nice feature and font is big enough to read.  Very thoughtful design.  You can turn on/off the backlit.Blue LED is a nice add on to indicate the controlled lightning is on or off.  Instant button to show sunrise and sunset time, cool.Everything is just perfect but just a little bulky, didn't align nicely with the wall plate, no big deal.",5.0,1,"[0.55, -0.5, 0.18, 0.52, 0.3, 0.29375]",1,1
101172,This is a really good timer with some really nifty features.  The wiring did present a small challenge but it was nothing that a little youtube instruction could not overcome,5.0,1,"[0.44999999999999996, -0.14583333333333334]",1,1
101173,This item is more expensive than similar items but it is well worth it. I have three and all are working perfect and have been reliable. The automatic time adjustment for the time of year saves a lot of hassle adjusting for the sun's changes throughout the year. It's easy to program if you don't plan on adjusting it often.I use the product for outside lights that come on every night as well as for inside lights where the timer is only needed when I'm traveling. The programming is saved I just turn the timer on when I leave for a few days.,5.0,1,"[0.075, 1.0, 0.0, 0.14444444444444446, -0.2]",1,1
101174,"The install of the ""Honeywell Econoswitch RPLS740B 7-Day Solar Time Table Programmable Switch"" took me about 30 minutes - but only because the switch box I went into had a 3-way switch next to the 2-way switch I was replacing.  This made for a little more work determining the neutral wire - as the switch I swapped out did not have a white wire connected.  Once I sorted that out, I had no problems.  (The white neutral wires were tied together in the back of the box.)  The Honeywell switch is pretty large, but it fit in my double gang (two switch) box just fine.I am running two 13 watt fluorescent bulbs with no problems.  The packaging for the switch says there is no minimum wattage - and fluorescent bulbs are OK.  Interesting, the max wattage is a little lower for incandescent or halogen light bulbs (1440 watts vs. 1800 watts) - but the max is still plenty high for a lighting circuit.  The switch can also be used for pool pump motors.  Programming was pretty easy.  I looked on the internet for the latitude and longitude of my city.  Later, I found that the instructions also have a listing for most major cities in the US and Canada.  I set the switch to go on from sunset to sunrise.  I set it the same for every day of the week, but the programming allows different settings for different days.  Since the switch is going off a theoretical calendar, the light goes on a few minutes before absolutely necessary.  (The specifications say the sunrise/sunset table used by the program is accurate to within 11 minutes.)  Fortunately, the switch stays off during the day - much better than the Zenith radio signal motion sensor switch it replaced.  Even photocell switches sometimes stay on during the day when they shouldn't.Family members had no trouble walking up to the switch and figuring out how to turn the outdoor lights off or on, if they wanted to.  It is pretty intuitive.  For the most part, there is no reason to ever touch it after you program it.  The instructions indicate the time must be reset after a power outage of 4 hours or longer.  It states the programming will be permanent and will not require reset after a power outage - no matter how long.Overall, I am pretty happy with this Honeywell product.",5.0,1,"[0.0, 0.10416666666666667, 0.0, 0.0, 0.2561904761904762, 0.27449999999999997, 0.0, 0.3416666666666667, 0.0, 0.1875, 0.0, 0.0, 0.05, 0.4000000000000001, 0.45, 0.1, 0.25, 0.5, 0.0, 0.25]",1,1
101175,"I have to say that this is a great product! I was researching many things to have my porch lights turn on and off at night and in the morning.I reasearched a wired photocell but that seemed like it involved the most work even though it's fairly simple.  I also researched the screw in photocell but a lot of those devices had some pretty bad reviews so I stayed away.I was glad to find this product at an affordable price.  It was extremely simple to hook up.  I made sure that I had the correct wires by using a volt meter to determine the line and load wires.  Install took less than 5 minutes.Setup of the device was just as easy.  Contrary to many reviews here, it's pretty straight forward as long as you pay attention to what you are doing and read over the directions and example as a previous reviewer mentioned.So far it seems to be working fine.  I set the lat & long to my city and it is turning on slightly before it gets dark outside and turning off before the sun comes up in the morning.  You can also tweak the sunrise/sunset times in 10 minute increments which is very handy as well.Overall, I would definitely recommend this product.",5.0,1,"[0.8, 0.3333333333333333, 0.01666666666666672, 0.0, 0.5, 0.13333333333333336, 0.17857142857142858, -0.09166666666666667, 0.26]",1,1
101176,I love that this has the solar time feature in it.  Now that the days are getting longer the timer adjusts itself and I don't have to reprogram it monthly.  The backlit display is nice as well - you can always see the time and the mode day or night.  Installation was really easy and the setup instructions were really clear as well.,5.0,1,"[0.5, 0.0, 0.6, 0.26666666666666666]",1,1
101177,"This is a good product. If you want to turn on outside lights at sunset, and off at 11pm P2 (prog 2) does it,even with timer indoors, it knows longitude and latitude, 6 other programs, one that turns lights on at different times when on vacation. Quality product as usual for Honeywell. A little expensive, but worth it, over many years use.",5.0,1,"[0.7, -0.041666666666666664, -0.25, 0.028124999999999997]",1,1
101178,"Works as advertised.. The automatic mode is the best, adjusts for dst and turns the light on off with sunrise and sunset instead of preset times",5.0,1,[0.7],1,1
101179,"Easy to install, not obvious how to program, but easy once you &#34;get it&#34;. Reasonable price, excellent functionality. Makes me want to buy another one or two!",5.0,1,"[0.2888888888888889, 0.6, 0.0]",1,1
101180,"I bought two of these for my house, one for the porch light and the other for the side of the house light. For security purpose, I wanted to be able to turn these lights on and off automatically everyday and not have to worry about it. These switches can be set to turn on at sunset and off at sunrise, and it will follow the seasons automatically. The bonus is that you can also adjust the on/off time from the sunset/sunrise time forward or back for added flexibility. I also paired these up with LED bulbs for energy efficiency and long life.",5.0,1,"[0.225, 0.15, 0.0, 0.0, -0.05]",1,1
101181,"I've had a number of similar timers and I just switched to this one because of some reliability issues with the internal clock of a similar timer I was using from another manufacturer.Based on reading numerous reviews I went with this one.  I wanted the solar type clock and the various features of this one.  Especially nice is the back lighting.  This is especially handy for a location in a dark area.Also, this one does not use a battery, it has an internal capacitor that charges off the line current.  I am also switching motors with these timers so this one is perfect.It is everything it says it is in the description.  One caution.  The instructions come in several languages.  I only needed English and threw the other instructions out, but later realized the longitude and latitude settings were on one sheet in several languages I had inadvertently thrown out.  Fortunately I was able to locate the user guide on the Internet.I find this to be an excellent timer.",5.0,1,"[0.0, 0.0, 0.5, 0.2125, 1.0, 0.0, 0.0, -0.025, 0.6333333333333333]",1,1
101182,"This is my 4th or 5th such gizmo in the past ten years.  It seems to be better engineered than previous models, and it works perfectly.",5.0,1,"[-0.08333333333333333, 0.4444444444444445]",1,1
101183,I got 2 of these timers to replace failed non-Honeywell timers.  And now I never have to adjust the time for sunset.  Such a nice feature.  Best feature ever.,5.0,1,"[-0.5, 0.0, 0.3, 1.0]",1,1
101184,"Easy to install and program.Some tips:Make sure you a neutral wire in the box. This will not work without it.Make sure there is enough room in the box. This is a large switch and will not fit if there are a lot of wires in the box. If you are using this to replace a dimmer switch, it will probably fit.This will not work with a three or four way switch. In other words, if you have another switch that can control the light you are planning on putting on this timer, it will not work.Over all this product delivers on everything it promises and I would recommend to anyone.",5.0,1,"[0.4666666666666667, 0.25, 0.007142857142857131, 0.4, 0.1375]",1,1
101185,"Does exactly what we were hoping.  Our outdoor light can go on at a time relative to sunset (we set it to 20 minutes before) and off at a fixed time each night.  Very easy to program.  The only difficulty was trying to fit it into the electric box with all the existing wiring, but that wasn't too much trouble.  For anyone who can change an electric outlet, you can install this switch yourself.",5.0,1,"[0.25, 0.16666666666666666, 0.5633333333333334, 0.06666666666666667, 0.0]",1,1
101186,"PROS====This switch does exactly what I wanted: it's the indoor switch for all the outside lights, turns them on 1/2 hour after sunset (I used its programming to override ""on at sunset"") and turns them off a bit after midnight (overrode its default of ""off at 11PM"").  It's built-in calendar adjusts the ""on"" setting each evening, and if it had been set to stay on all night, would adjust the ""off"" setting each morning.The alternative was to install photocells on each outdoor light, or to replace all of the outdoor fixtures with ones that had their own built-in photocells.  Either alternative would have cost more, and, like other people, my experiences with on/off photocells has been less than satisfactory.Originally, the outdoor fixtures contained CFL's (60-watt equivalent), which worked fine with the switch, but a month ago, I replaced them with LED's (40-watt equivalent).  Those work fine, too, and, to my surprise, are quite a bit brighter than the CFL's.Hopefully, this means we won't have to think about the outdoor lighting for at least 10 years, maybe even the 22.8 that the bulbs claim.Instead of battery-backup, the switch relies on a capacitor (or super-capacitor) that never wears out, never needs replacement. This is very nice, but has a real limitation (see below).The switch is silent (no buzzing) except when it turns on/off: the mechanical relay is quite audible, just for the instant it opens or closes.CONS====Programming the switch is a bit complicated, mostly because the instructions are too brief (Honeywell minimized its use of paper), but after a couple of tries, it's doing what it should.The backup capacitor only provides 4 hours of backup during a power outage: if the power's out longer than that, you have to re-enter the settings, and I don't know if that means having to entirely reprogram it.OTHER=====The switch has a small illuminated display with three ""brightness"" settings: off, low, high.  When you press a button, it goes to ""high"" for a while, then falls back to whatever you chose as the permanent setting (""low"" for our switch). Being in the hallway, near the front door, the soft blue light is not noticeable unless you're using the switch, and I don't think it would be particularly noticeable even if in a bedroom.  (If it is, just make the default setting ""off"".)The switch has two small buttons and one larger one; the larger one is only used for programming, while briefly pressing the small ones displays today's sunrise and sunset times (not necessarily the times the switch will go on/off, if you've made custom settings).The switch needs a ""D&eacute;cor"" wallplate; mine is mounted along with three non-D&eacute;cor switches, so I had to buy a suitable wallplate.  And wouldn't you know it, in Amazon's list of what ""people who bought this also bought..."" there just happened to be exactly that wallplate, with three narrow openings plus a D&eacute;cor opening at one end, right where this switch had to go.Getting all the wires into the junction box was not easy, but with patience and gentle coaxing, they did fit.",5.0,1,"[0.125, 0.5, 0.2, 0.15, 0.0475, 0.05333333333333334, 0.15333333333333335, 0.0, 0.0062500000000000056, 0.11984126984126985]",1,1
101188,"These are such an improvement over the old Instamatic timers I had. These are easy to program, look nice and work very reliably.  I had one that was DOA but it was quickly swapped out with no issues since.",5.0,1,"[0.05, 0.41111111111111104, 0.3333333333333333]",1,1
101189,"This Honeywell RPLS740B appears to be the very best wall switch timer unit on the market today. It is quite simple to intall and use and has been operating flawlessly for six months now. I decided to replace older lesser model timers with this unit as older units used batteries and this Honeywell is fully operational without batteries and is a far more attractive unit when installed. Great job there Honeywell, this is the type of product I would expect from a reputable company.",5.0,1,"[1.0, 0.5, 0.2888888888888889, 0.65]",1,1
101190,Installed this to control my front outdoor lights at night. Easy install which requires a neutral wire. It's bulky so make sure you have room in the electrical box to push back all wires. I was impressed by how you input your city's longitude and latitude for it to determine an accurate sunup and sundown.,5.0,1,"[0.0, 0.43333333333333335, 0.25, 0.7000000000000001]",1,1
101191,"Since we built our house I've always wanted the outside lights to turn on when it gets dark by themselves. This switch does that perfectly.  The install was super easy, less than 10 minutes to wire up both.  The setup was just as easy.Very happy!",5.0,1,"[-0.075, 1.0, 0.19999999999999998, 0.7166666666666667]",1,1
101192,"This device is easy to install and quiet.  I have found that other auto switches are fairly noisy when completing their cycle.  This one is not.  It has a nice backlight, not too bright.  It also has instructions written by someone with an comprehension of the English language.  Thank you for that.",5.0,1,"[0.21666666666666667, 0.2875, 0.0, 0.65, 0.0, 0.0]",1,1
101193,Others have detailed the programming issues as well as the install . I have had the product for several months and through two daylight savings time switches as well as one long power outage of 16 hours . Sadly the switch had to be programed as the internals did not save programing for the 16 hour event and it stopped working . However all the values were retained it was just a matter of remembering how to initialize it and complete the programing . I went through 3 reps in customer service before I found one that could help me through the necessary steps as I myself forgot what I did the first time and the directions are useless .This timer has followed very well the change in seasons and turned the light on and off appropriately . I am very pleased . The lamp I use this on is a security lamp on the east side of a building hidden from the sun so a daylight switch does not work well at all . This works great other then the need for programming if the power goes out for more then a few hours . I have been a snowbird in the past and that would be a deal breaker but not so much now so I live with it . Otherwise very pleased and I would think they could fix this and make it a perfect switch . It is already one of the best .Note still going strong power went out again for 7 hours 7 14 13 and it lost the time and programing on off function other values again were retained . Called Honeywell customer service because I never can remember how to program it . They were wonderful make sure to choose thermostat then RPL . They walked me through it and it a few minutes we were all set again .There are PDF manuals online if you cut and paste in google .Just keeps working and it really does stay in synch with the sunrise and sunset super impressed and with a backup generator one will never have to reset it .,5.0,1,"[0.4, -0.025, -0.5, 0.1, 0.1416666666666667, 0.65, -0.16666666666666666, 0.24375000000000002, 0.02878787878787879, 0.825, 0.4361111111111111, 0.0, 0.75, 0.3333333333333333]",1,1
101194,This product is great for our niches.  Saves us money too!  What more can I say about this product that will meet the minimum word count...,5.0,1,"[0.8, 0.0, 0.5]",1,1
101195,"Easy to install and program.  Now I never have to turn the yard light on or off!  Great product, just wish it was available in Ivory.",5.0,1,"[0.43333333333333335, 0.4, 0.6000000000000001]",1,1
101196,"Easy to use.  Back lit display can be on all the time, or not if you want.  Holds settings after power loss.",5.0,1,"[0.43333333333333335, 0.0, 0.0]",1,1
101197,"I have installed several of these (6) and continue to be impressed by their performance.A lighted display (programmable), heavy duty contacts, and fairly easy to program make this a personal favorite.If you need more than one On/Off cycle per day you could run out of programming options. There are room for 7 total.If you set up for the same thing every day then no problem. But if you need something different each day then you can easily run out of choices. There are other timers that offer a total of 42 events but that is a lot to program and manage.",5.0,1,"[0.3190476190476191, 0.0, 0.21666666666666667, -0.0625]",1,1
101198,"It's a bit confusing to program, but if you read the instructions carefully they are all there.  It is a neat gadget that turns your lights on and off by the latitude/sunset time (instead of photo-sensor which can get confused).  It also has a clock on it which is handy when going in and out of the house.  Just what I wanted (actually bought 2).",4.0,1,"[-0.2, -0.4, 0.6, 0.0]",0,1
101199,"Best timer switch on the market.  I have bought and installed 4 so far.  Even better than the Lutron version, which I tried but failed after a year.This one is easy to use and set up.  Once set up, it keeps really accurate time (as in only veers off by 1 or 2 minutes over a 12 month period, whereas the Lutron version errs about 5 minutes every 3 months).  I love the LCD panel display which has options for off, on low, and on high.You set your latitude and longitude in the initial setup (using the nearest city in the table provided in the product manual), and it turns your lights on and off with the sunrise and sunset as those times change throughout the year.  Or you can use it as a basic on/off timer.  Or you can turn those features off and use it as a high-tech manual light switch.  I have two sets of lights on the front of my house, and each has a separate one of these switches, and they religiously come on within 1 minute of each other, which is perfect.When it switches on and off, it makes a sharp &#34;click&#34; sound, but other than that is silent (a normal light switch makes a click, too).  Highly recommend - well worth the higher cost for this brand and model.",5.0,1,"[1.0, 0.1, 0.14444444444444446, 0.20000000000000004, 0.165, 0.0, 0.28, 0.17499999999999996, 0.23666666666666666]",1,1
101200,"I owned the previous (Aube) generation of this product for about 10 years before it finally quit working.  The new unit has a couple of nice upgrades like the backlighting and the ""lights on"" indicator.  Plus daylight savings time is now handled automatically.  Great!However, I've discovered it will reset if you introduce an electro static discharge.  I did this quite by accident, it's winter, the humidity is low and my wall plate is a custom unit made from metal.  As I reached for a different light switch in the same gang, I zapped mysef with static and that caused the screen to go blank on the Honeywell switch.  It lost it's programming and I had to reprogram it.  Won't be an issue for most people that have the composite/plastic wall plates.  Still, I think it's something Honeywell should have thought about and resolved.  Minus one star for that.  Otherwise, this thing is great.",4.0,1,"[-0.08333333333333333, 0.36818181818181817, 0.0, 0.65, 0.0, 0.18, 0.0, 0.5, 0.0, -0.1, 0.8]",1,1
101201,"I purchased this from Amazon because of the excellent reviews and the price.  The product was delivered on the date promised.Installation was easy after reading the instruction several times, the timer was programed.  The timer is up and running.The display is clear and bright (I have it set on bright) and easy to use.  The instructions also come with the longitude and latitude chart for most major US cities to set up the sunrise and sunset options.",4.0,1,"[1.0, 0.21666666666666667, 0.48333333333333334, 0.28125]",1,1
101202,"I have two of these, one on my front door and one on my side door.They effectively control when the outside lights turn on and off, and adjust automatically for daylight savings time.  It also knows when dawn and dusk occur and will adjust accordingly, which is a great feature.Even when I lose power, the timer memory keeps the time and date without being reset.  It does so using a capacitor, not a battery, so you do not have to worry about replacing any batteries as time goes on.Setup is pretty intuitive and instructions are clear.  I would definitely recommend these to anyone.",5.0,1,"[0.3, 0.8, 0.17500000000000002, 0.0]",1,1
101203,"I live in raised ranch with stairs.  We leave the outside lights on each night and must walk down a flight to turn them off.  Sometimes we forget and they are on all night!  With these installed and set, I dont have to turn on or turn off.  Great units, but you must follow the instructions the the letter and save them for future changes, if any.  Highly recommended for this type of application.",5.0,1,"[0.13636363636363635, -0.07777777777777779, 0.0, 0.0, 0.4, 0.16]",1,1
101204,"This is a good product.  It serves the purpose and carries the Honeywell brand name, usually a sign of good quality and thoughtful engineering design.(1) It is slightly less expensive than the competing Leviton product.(2) It is simpler to program than the competing Leviton product.(3) It only comes in White, not White or Ivory as does the competing Leviton product.(4) You have to set the latitude adjustment for quite a bit farther west if you don't want the lights to come on while there is still plenty of daylight left.  Actually, this requires a latitude adjustment of two states away for me.  This timer turns on at the beginning of the sunset time instead of the end of twilight time.  This is a difference of about 45 minutes.For these reasons, I give it 4 Stars out of 5.",4.0,1,"[0.7, 0.2833333333333333, -0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,1
101205,"This is exactly what I was looking for instead of resorting to photocell since they can be hit-and-miss when the weather gets cloudy, etc.  Installation was easy - just be sure you have a WHITE NEUTRAL line, otherwise this will not work. Note that a ground (bare copper wire) is NOT a NEUTRAL line and if you connect this to your ground wire, your product either won't work or may malfunction.  Also, in the installation instructions, the wire labeled as &#34;LINE&#34; is the &#34;hot/live&#34; wire.  By default, the programmed setting is to turn on lights at sunset and then turn off at 11:00pm - this is exactly what I needed, so I didn't need to re-program! The only setting up I needed to do was set my latitude/longitude (which they include a handy table for the most populous cities) and the time.  After that, I was done! Works like a charm - light turns on at sunset and off at 11:00pm!Pros:- easy installation (make sure you have a WHITE NEUTRAL LINE)- easy setup (comes with table of common latitude/longitude)- works flawlessly at sunset/sunrise settings- works with CFL light bulbs AND LED (I'm using EcoSmart 12-watt LED light bulb and it works flawlessly)Cons:- no way to easily select multiple day settings, i.e. you can only select a SPECIFIC day, ALL days, or NO days. That means if you want a setting from MON-FRI and then a different one for SAT-SUN, you have to program them for those days.",5.0,1,"[0.25, 0.3111111111111111, 0.05, 0.19318181818181818, 0.25, 0.3666666666666667, 0.0, 0.39166666666666666, 0.0, 0.0]",1,1
101206,A pricy little switch but worth it.  I have a few of these that I use for porch lights and to control a warming drawer.  Lots of programming options.  Tracking sunset and sunrise is a nice feature and a feature I use for the porch lights.  Installation is simple.  Can override with a touch of a button.  No problems after 8 months.,5.0,1,"[0.056249999999999994, -0.2, 0.0, 0.6, 0.0, 0.0, 0.0]",1,1
101207,It is very nice and does exactly how it is advertised to do. I downgrade it to 4 stars simply because I found the instructions in wiring it to be not particularly detailed but this is what I usually find in instructions for electrical items for some reason.I have had it for almost two months and it has kept very good time and will certainly being buying another one for another project in the future.,4.0,1,"[0.515, 0.11238095238095236]",1,1
101208,I replaced an older model Aube timer with this model because of battery failures.  No batteries needed with this timer. Auto solar program function works perfectly!,5.0,1,"[0.16666666666666666, 0.0, 1.0]",1,1
101209,"By far one the best switches I have bought, it made controlling my lights so simple and so easy.  This is much easier to install than a bunch of light sensors on your lights, and for people like me that have multiple lights its a no brainer.  The programming of it is easy and its really accurate my lights are always perfectly timed no matter the day of the year.",5.0,1,"[0.38333333333333336, 0.20000000000000004, 0.6111111111111112]",1,1
101210,"I got the box from UPS and had the switch running within 15 minutes.  I turned off the power, took a quick read on the install instructions to get the wires connected properly and connected the 3 wires from the device to the house wiring.  It was easy enough, but I've done a fair bit of home wiring (not an electrician... I'm just a handy homeowner).The programming took me another 10 minutes, but it wasn't that bad... reminded me a lot of programming an old VCR or alarm clock, except you have to give it your latitude and longitude (they include a paper chart with that info for major cities) so it can calculate sunrise and sunset times.They let you chose if you want the backlight off, on low, or on high all the time.  You can click the left or right buttons to see sunrise or sunset times for today.  Just click briefly on the big center button to turn the light on or off, over-riding the programming until the next on/off event... then it picks back up in the automatic programming mode.It really is pretty simple... of course I say that now... It's 2pm and sunset happens around 4:57pm today.  Let's see if they come on in 3 hours!*EDIT*  Yep... it came on as scheduled!  Yea!  Easy-peasy!PS:  The switch controls 2 outdoor fixtures (the switch is inside) and I've got 4 small LED bulbs in those fixtures... it does work with LED bulbs.",5.0,1,"[0.0, 0.16666666666666666, 0.1506481481481482, 0.14285714285714285, 0.06875, 0.0, 0.0, 0.09166666666666667]",1,1
101211,"After verifying that I had a three wire electrical system, I installed the timer with no problem.  I wanted to program a sunset to sunrise on-off cycle, so I had to play with it a little. However, it was no problem getting it set.  The directions were easy to follow.  The only criticism I have is that you can only modify the setting by one hour backward to come on and turn off one hour later than sunrise and sunset.  I would have liked to be able to turn the light on one hour after sunset, and off one hour before sunrise.  Otherwise, it's a great timer.  I don't have to reprogram ever few weeks like my old timer.  I also like the nightlight feature.",5.0,1,"[0.0, -0.1875, 0.0, 0.43333333333333335, 0.0, 0.5, 0.8, -0.05, 0.0]",1,1
101212,"My need was to automate turning on the exterior porch lights at dusk and off at dawn - for security purposes. Doing it manually is often forgotten and I can't really it do while away from home at night or on vacation. A home automation system was overkill and expensive. Putting in a light sensor switch on the fixture wouldn't work because the bulb is enclosed and can't detect dawn apart from the light itself. By chance I found this Honeywell timer. It does the job very well, blends in with the existing decor, has a number of programming options, and was easy to install with no rewiring. Details below.Be sure to get the right model! Answer these 3 questions:1) Does your existing light switch have a neutral wire? Green or a bare copper wire is usually ""ground"" - ignore that for this purpose. If you only have 2 other wires on the switch, it's easy: you do not have a neutral. Otherwise you *might* depending on whether or not it is a 3-way switch. Generally newer homes (late 2000s) will have neutrals. See the user's manual on Honeywell's web site for a better description than I can provide. I made the mistake of not noticing the difference - don't do the same! I'm putting this review under both models that I purchased.2) Do you want a simple device that turns on/off at a set time on each day of the week? Or do you want one with a larger back-lit screen, that can do dusk/dawn detection (based on longitude/latitude), and optionally turn it on/off randomly? Go for the ""basic"" or the ""enhanced"" depending on your answer (my words).3) What color: almond (beige) or white?No neutral wire required (40w-500w load, incandescent or halogen only):RPLS530A- white, basicRPLS531A- almond, basicRPLS540A- white, enhancedRPLS541A - almond, enhancedNeutral wire required (0w-1800w load, any bulb or a motor):RPLS730B- white, basicRPLS731B- almond, basicRPLS740A - white, enhancedRPLS741A - almond, enhancedThe disadvantage of the no-neutral version is that it is incompatible with solely energy efficient bulbs (no LED or CFL). Does *not* matter if you meet the minimum load (I confirmed that). It powers itself when the lights are off by bleeding small amounts of power - not enough to turn most traditional lights on, but causes others to flicker. But you *might* be able to make it work if you mix it up - put (1) 40W traditional bulb in with other sockets that have CFL/LEDs.Installation & feature notes:* Be sure to pickup a standard rectangular wall plate to go with it. Nothing custom here - same ones used for those larger paddle-style switches.* After reading the manual it took me ~20 minutes to install and setup.* The timer switch is deeper than a standard switch, so it was difficult for me to get all the wires into the box. It fit, but just barely.* Follow the manual for setting it up. It's easy to read and not difficult to do, but the process is not intuitive on its own.* The backlit model has 3 settings when sitting idle: on, low, off. When you press a key it goes to full brightness for 8 seconds.* You'll need the longitude and latitude of where you live for the enhanced model. There's a list of common cities in the manual, but if you live in a backwoods area you'll need to google it or use a GPS. It's nice to have this because it will adapt to sunrise/sunset automatically depending on the season.* It's very easy to override the timer - just press the big button light a normal switch.* Backup battery keeps your settings in the event of a power outage - nice!",5.0,1,"[0.0, -0.1, -0.5, 0.4, 0.0, 0.31666666666666665, 0.39285714285714285, 0.4, -0.13333333333333333, 0.10277777777777779, 0.0, -0.12499999999999999, 0.5, 0.0, 0.0, -0.16666666666666666, 0.0, 0.4, 0.0625, 0.175, -0.125, 0.225, 0.3208333333333333, 0.1621212121212121, -0.08181818181818182, 0.3855555555555556]",1,1
