,reviewText,overall,rating,TextBlobAnalysis,TextBlob_Sentiment,CNN_Sentiment
101620,"I don't really mind the fact that the button is set below, and I love how the soft touch changes the modes. People were saying it was annoying how you had to cycle though them every time. You don't have to you turn it on, set the mode by softly touching it, then off and on as much as you like it remembers the mode.Very bright, love that it uses AAA batteries, and the magnet is an awesome feature.The only reason I gave it 4 instead of 5 is that I really wish that red plastic ring was solid black, I think it would look nicer and be more useful.I simply opened it up and ran a very thing ring of electrical tape around the inside so now it's perfect.Other then that you can't beat the light for the money, including batteries!UPDATE: I spoke too soon, I've had it for awhile now and the switch is not working correctly. If I bump it at all while using it, it'll switch light modes. Not very helpful if you're trying to use it. Also it's not water proof, didn't test this but you can tell because there are no seals.",2.0,0,"[0.16666666666666666, -0.8, 0.3187254901960785, 0.4, -0.1, 0.0]",0,1
101622,We received the item and it had to have been a return as it was taped up in a plastic bag.  It would light up but no features would work.  We returned it.,1.0,0,"[0.0, 0.4, 0.0]",1,0
101647,"This could have been the best light available today adjustable and very bright.  BUT as usual to make it fancy the RED ring around the front lights up which is a real aggravation in the dark and trust me I live out of town and it gets dark and we use flash lights.  IF you wanted to use this to break a glass it would be a guess as to what would break first.  That PLASTIC RED RING also holds the front TACTCAL end on the flashlight and it is thin, flimsy and soft plastic and the lense still rattles.  The battery holder is similar to a cheap light I bought a few years ago at SAM's and one drop on a hard surface and it is finished.  The battery holder and circuit board it touches will both shatter if the red ring doesn't fly off first.  I wanted this light for daily use but it ended up in my junk drawer with things that might work when you need them.  Tried the new little mag light as a replacement, it is beside this one for long storage.",2.0,0,"[0.6775, -0.035606060606060606, 0.25, -0.10000000000000002, 0.06166666666666668, -0.05000000000000001, 0.2, 0.0747159090909091]",1,1
101718,"I rarely give negative reviews but this think just doesn't last long.  I even bought a second one to verify I just didn't get a bad one, and six months later and it's broken...  Again.  It just stops turning on.  The battery holder is weak and do much as touch the case and the unit shuts off.  I really wanted this product to work for me but after the 2nd one going bad I have to give upI decided to open it up and see what the problem was.  The solder connections look like a 3 year old did it. Cheap flimsy wire and secured poorly",1.0,0,"[-0.0125, -0.27499999999999997, 0.0, -0.0875, -0.1666666666666666, 0.1, 0.0]",0,0
101734,"These did NOT work in my apartment with Cree Dimable LED bulbs (Cree 9.5-Watt 60W Soft/Warm White 2700K LED).  I tried two, they both shorted out (shockingly and dangerously).  I switched to Leviton 6674-P0W SureSlide Universal 150-Watt LED and that one worked perfectly.  That Leviton was also $9.50 cheaper, although you have to provide your own 50 cent wallplate.",2.0,0,"[0.2333333333333333, -0.8, 0.5, 0.6]",1,1
101743,"it tests only a single line, it will map up to 19 but you have to go through and test them one at time so what is the point of having the 19 extensions?",2.0,0,[-0.03571428571428571],0,1
101744,"Very disappointed.  This device is not up to Klein standards of the past.  The display is not verygood, it is hard to read and has no contrast adjustment, the labels on the LANtest bugs are just glued on with some poor quality adhesive, 3 of them hadfallen off when I got the product.  I do not like 9v batteries, they areexpensive and don't last long. The 'push on' F connectors are a bad substitutefor threaded connectors, they get loose and do not make good contact.  Othersimilar products have backlighted displays that can be seen in dark attics,etc., this one doesn't. The lack of a carrying case is a major negative point,too many small parts to keep track of that can easily be lost! Finally, thenuclear bombproof clamshell packing is almost impossible to open.I've used Klein tools for over 50 years and always loved them but this is aradical downturn from their old quality, they should have stuck with pliers,etc.  I can not recommend this at all.",2.0,0,"[-0.9750000000000001, -0.25, -0.3458333333333333, -0.025, -0.025641025641025623, -0.15, 0.08916666666666667, 0.026666666666666665, 0.0]",0,0
101766,"I bought 3 Skylink sc-001 systems a few years ago.Now the Motion sensor isn't being recognized by the control pad?I tried to call Customer service, after 2 attempts..and about 1/2hr of listening to computerized crap...saying how valuble I was as a customer...Nothing.They did finaly reply to my email, but asked for customer Numbers of some kind from original papers...(I lost a couple of yrs ago)The company is Now called the ""[...] now?good luck",2.0,0,[0.13499999999999998],1,0
101771,"I was looking at the Skylink alert systems and the accessories for those.  The door/window sensors are 2 piece units.  Unfortunately they are not compatible with the SC-100W.I purchased the SC-100W system, and the AA-433W audio alarm as an addition.  You have to program each sensor to each device.  The SC-100W has a delay after arming to allow you to leave the house.  There is no delay on the AA-433W, so make sure that if you are using both in a system, don't program the front door to the AA-433W.I'm not a fan of the mini 12V batteries they are using in these, they are a bit expensive, and a specialty item.  It's not a common battery.  I ordered 10 of these sensors new through Amazon Prime, and 3 came already opened, missing parts, and dead batteries.  The only place I know of that carries the mini 12VDC batteries is Radio Shack.Interesting as to how these use the mini 12VDC batteries, and the KP-434W keypad uses a CR2032 lithium.When programming these sensors, I used scotch tape to hold the magnets together while using the activation test button prior to istallation.  This is a good way to verify everything is working prior to installing the system.  If you build a system with a SC-100W control panel, and AA-433W audio alarm panel, you have to program each sensor to each device.  Remember that the AA-433W has no delay prior to arming as is the case with the SC-100W.Just got the system programmed, and installed.  I used the foamy tape included to attach these to the windows.  Some carpentry work was required to make room in the door jambs.  There's just barely enough clearance for the magnet on the garage door; screw it to the side of one of the panels, and make sure you clear the lift cable.I'm interested in how long the batteries last.UPDATE:  The AA-433W is instant on when arming, while the SC-100W has a 45 second delay for exiting the building.  You have to omit the exit door from the AA-433W if you're adding it into the system.  I cleared mine and they no longer recognize the arm/disarm commands from the SC-100W. You can only have one SC-100W control panel in the system.  You cannot add another at a remote location.  I purchased 3 SC-100W's and 2 AA-433W's.  4 of 5 components are going back.The reviews for this system started out as 5 stars, and fell to 4.  I've had the components installed less than 3 days and I've dropped the rating to 2 stars.  It's falling fast.",2.0,0,"[0.0, 0.0, -0.5, 0.0, 0.0, 0.0, 0.15, -0.08787878787878789, 0.16666666666666666, 0.35, 0.0, 0.0, 0.0, 0.0, 0.09999999999999999, 0.0, 0.0, 0.0, -0.1, 0.0, -0.08333333333333333, 0.2]",1,1
101779,"I've purchased Skylink products in that past with good results.  So I was hoping for something to rave about here.  What a pain it was.1.  As a homeowner, I want security from intruders.  The motion sensor that came with this system is still in the box.  With a dog in the house I didn't want the motion sensor going off when she got up and moved through the house at night.2. The SC-100W can accomodate 30 sensors and devices. The AA-433W can only accomodate 15 sensors and devices. So if you have a large house, a lot of windows and doors, adding the AA-433W will only cover 10-12 sensors depending on the number of other devices in the system.3.  Clearing and programming the different zones with the window/door sensors was easy and fast.  A lot of repetition entering the codes on the SC-100W keypad.4.  The keychain remote came already programmed to the SC-100W, so there was no issue there.5.  When adding the AA-433W audio alarm, it's not so easy.  Follow the instructions that come with the audio alarm.  Just adding the audio alarm to the control panel isn't enough.  You have to program the audio alarm to each sensor, and device you want it to communicate with.  If a sensor triggers the alarm at the control panel, the control panel will not trigger the audio alarm.  So for every device you add into this system, you have to build a system for the device with all the sensors and other devices you want it to interact with.  Also, the AA-433W does not have any sort of deplay as is the case with the SC-100W.  When you arm the system at the SC-100W, there's a 45 second dely to exit the house.  The AA-433W is armed instantly with no delay, so you have to omit the exit/entrance point from the AA-433W programming.  Other options are to mount a KP-434W outside in a protected location as it is not an indoor/outdoor device, or arm/disarm from the keychain remote only.6.  When adding the remote keypad to the SC-100W, follow the instructions that come with the keypad.  There are none in the SC-100W manual.  When adding the keypad to the AA-433W, get ready.  They tell you to press the panic button to program it to the AA-433W.  So when you program it, the SC-100W alarm goes off, and then the AA-433 alarm goes off.  My ears hurt for more than 20 minutes after that experience.7.  The alarm is LOUD!!  VERY LOUD!!8.  They don't tell you or show the antenna sticking out the top, or the DC power cord and wall wart.9.  When I sent off a request for further information to Skylink, they have yet to respond.  I called Skylink Tech support, and got no answer.  When I selected sales, the lady spoke to me like I should have know the differences, and gave em the impression she felt I was wasting her time.  Use that as a guage for customer service.CONs:  ""Accessories"" aren't really accessories.  They don't share all of the same functions as the SC-100W, and in some cases don't recognize the SC-100W commands. If the accessories would recognize half of the command functions of the SC-100W it would get better ratings from me.I have 2 AA433W audio alarms going in a box as spare parts as I've ordered 2 more SC-100W control panels to allow the exit delay throughout the system.  I could have saved $70 if Skylink would have advertised the arm/disarm differences on their site.UPDATE:  I purchased 2 more SC-100W control panels to provide a delay when exiting where the AA-433W audio alarms did not.  Contacted Skylink, and it's not possible to add more than one control panel into a system.  So those 2 control panels are going back.  Cleared the AA-433W's and reprogrammed them, and now neither one recognizes arm/disarm commands from the control panel, so they're going back.The review started out with 5 stars, and has fallen quickly.  If the batteries in the sensors don't last more than a month, it's going to fall again.",2.0,0,"[0.22499999999999998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029761904761904757, 0.2111111111111111, 0.0, -0.1, 0.43333333333333335, 0.0, 0.0, 0.0, 0.0, -0.125, 0.0, 0.0, 0.0, -0.05625, -0.1, 0.0, 0.2, 0.0, 0.0, 0.5, 0.1, 0.13, 0.5, 0.0, 0.0, 0.0, -0.1, 0.0, 0.2777777777777778, 0.5, 0.25, 0.0, 0.16666666666666666, 0.25]",1,1
101788,just too cheap and cracked. all plastic. just spend the extra money and you won't be changing it twice on your shower,1.0,0,"[0.4, 0.0, 0.0]",1,0
101793,This is mount does not work well at all.  It is not at all universal!! We eventually had to buy another one.  Very disappointed!,1.0,0,"[0.0, 0.0, 0.0, -0.9750000000000001]",0,0
101797,I used teflon tape but it leaks where it attaches to the water supply pipe. Probably due to the fact that it swings around instead of staying in one position when the handheld is in the holder.  Another time suck returning this and shopping for another!,1.0,0,"[0.0, -0.125, 0.0]",0,0
101799,"Come On!  I know professional Magnetic LED Flashlights; I was a personal friend of Professional Magnetic LED flashlight, and you sir, are no professional magnetic LED flashlight.  Boo!",1.0,0,"[0.0, 0.037500000000000006, 0.0]",1,0
101806,"When I purchased this item it showed the wrong sander, the older model that I already had. When I received it it felt much cheaper than the older version and it comes with a cloth bag filter instead of the other hard filter.I sent it back immediately & took mine apart & found the broken part that cost me $5 & my old one is working like a dream again.",2.0,0,"[-0.16666666666666669, -0.049999999999999996]",0,1
101814,"This sander is a wimp! 1,9 amp motor has no power at all. It looks like old 3 amp P-C sander and that's why I took the bait and made purchase. P-C 382 is not recommended!",1.0,0,"[0.0, 0.0, 0.1, 0.0]",1,1
101822,"This sander was purchased to replace our Bosch after 7 years of cabinet shop use. Porter Cable makes one that looks just like this one. Took a risk and to save some money got this one. After sanding one small Maple top, I was disgusted with the swirl marks left behind. From the drum sander with 150 grit we finish with random orbit sanders, starting at 100 grit on up to 220, no skipping any. Even the 220 had terrible swirl marks. Also it lerches like I have never seen. Also seems to lack power.On the up side. None of us had any issues with holding it. Dust collection was the best I have ever seen on a RO sander.If your work calls for fine finishing you may want to avoid this sander. We have 2 other random orbit sanders and neither one has ever left a swirl mark like this one.Wish I knew if the Porter Cable version was any differant?? I will go back to the Bosch.",1.0,0,"[0.0, 0.0, 0.0, -0.22999999999999998, -0.25, -1.0, 0.0, 0.0, 0.0, 0.7083333333333334, -0.20833333333333334, 0.0]",0,1
101827,"This is my second palm sander, my first was a porter cable (the pad came off and brushes went bad after many years of service).  I like this low profile.  I read another review that indicated this one was hard to hold onto but I did not find that to be true, though it wasn't totally comfortable, it was not hard to handle.  After I had just used this a few times over a 3 or 4 months, the sanding pad would stop under the slightest pressure,  i.e. it would just not sand anything.  Amazon customer support is excellent and they let me return it for a slight restocking fee (why I am not sure since it was defective).  I then bought a Makita which appears to be a better finishing sander , better quality and more ergonomic.",2.0,0,"[0.012500000000000039, 0.0, 0.001041666666666656, -0.2, 0.0, 0.19444444444444445, 0.5]",1,1
101845,"These are the right size for my Jet Mini.  Unfortunately, they are made of such a soft material. Surely not steel of any kind?After turning a single, simple spindle, I noticed I could no longer slide my tool smoothly left and right along the rest.  Upon inspection, I realized that the under-side of the tool had gouged and scratched notches into the tool rest.  These catch the bottom of the tool resulting in a jerky side to side movement which makes it very difficult to make a smooth, sweeping cut on your project.Too bad.",2.0,0,"[0.2857142857142857, -0.13333333333333333, 0.09404761904761905, 0.0, -0.3166666666666666]",0,0
101849,"The height was not mentioned in the description and are too short for the Rikon tool rest, otherwise not exactly as shown in the photo but are well made.  Be sure these will work for you before ordering.",2.0,0,"[-0.0625, 0.5]",1,1
